iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
59	0.85	7	-1.5015363874647616	-5.009174936694233	1.5040001392729707	6BU5_A	6.0	7.788	0.212	7.0	0.99	5.923	10.053	1
60	0.829	24	-1.5017264437129074	-5.009759145335793	1.4973902210180785	6P4U_A	6.5	6.686	0.24	6.0	0.567	4.553	9.115	1
61	0.692	3	-1.5018072923729386	-5.009941173639412	1.492038060101164	5KKG_B	7.8	7.15	0.119	7.8	1.866	5.163	9.877	1
62	0.656	33	-1.5019186108577456	-5.0108256317236775	1.4870026562506078	4HPW_A	8.0	7.553	0.816	8.03	1.521	5.443	8.538	1
63	0.495	17	-1.5019078959384906	-5.010733035760787	1.482962259351228	3BJH_A	5.5	6.006	0.079	5.5	3.574	4.059	7.068	1
64	0.869	166	-1.5020456171782366	-5.011148428256623	1.4775993973995485	4EIL_H	7.3	6.922	0.229	7.3	0.381	4.304	9.063	1
65	0.992	17	-1.5020446647327368	-5.011140288757079	1.473676885058987	1Y1M_B	6.5	6.739	0.017	7.0	4.256	5.933	7.478	1
66	0.911	116	-1.5019272214371893	-5.010601786124182	1.470819586949973	5LPN_C	7.8	6.667	0.36	6.53	0.373	4.704	8.684	1
67	0.85	40	-1.5019273324985911	-5.01060273904191	1.467024948919246	6FIZ_P	6.5	7.444	1.676	7.5	2.536	5.953	9.471	1
68	0.788	7	-1.5021010332069369	-5.011240136028539	1.4617201504797208	3T0S_A	5.5	6.413	0.153	5.5	1.088	3.676	9.244	1
69	0.705	46	-1.502598777639411	-5.013048516946474	1.453488918704396	1N24_B	6.6	7.102	0.372	6.6	1.254	5.623	9.016	1
70	0.207	8	-1.5025991799963863	-5.01305198740886	1.4500387074839574	4KI0_G	7.5	7.311	0.046	7.5	5.728	6.413	7.598	1
71	0.873	79	-1.5025199933405622	-5.012522439009475	1.4472865173784766	4MY8_D	6.2	7.003	0.532	7.0	0.532	4.486	9.47	1
72	0.535	17	-1.5025507606349904	-5.012594653953165	1.4435710103666197	2YAE_A	7.5	6.919	0.036	7.5	3.337	5.433	8.691	1
73	0.947	172	-1.5025646150234435	-5.012717534222931	1.440217743275572	4BX6_D	6.0	5.103	0.046	4.0	1.538	2.04	8.49	1
74	0.98	54	-1.5025645936483851	-5.01271735023899	1.4370360166997138	1C5M_F	8.0	6.387	0.005	5.74	1.975	5.063	8.428	1
75	0.666	310	-1.5025412423296882	-5.012437510949644	1.434074856559319	6S4B_A	7.5	7.396	0.474	7.5	2.182	5.522	8.549	1
76	0.488	14	-1.502408932862244	-5.011656725853067	1.4320633728638483	3KRD_Z	5.8	6.013	0.037	5.78	2.419	5.263	7.518	1
77	0.798	14	-1.50239160561843	-5.011522307127839	1.4290782100396664	3N37_A	7.5	7.04	0.22	7.59	0.802	5.553	9.341	1
78	0.873	17	-1.5023217373954392	-5.0111463431842145	1.4266818753955768	2GP7_D	8.0	7.739	0.068	8.5	2.91	6.413	8.558	1
79	0.06	15	-1.5023222742165954	-5.011150949569195	1.4237664936390177	4BLR_C	4.8	4.925	0.508	4.8	6.844	4.703	5.718	1
80	0.103	91	-1.5023242980891514	-5.011167660484588	1.4208978979705997	4F8H_E	4.0	4.099	1.292	4.0	6.522	3.903	4.598	1
81	0.974	77	-1.5022328781091452	-5.010913988266926	1.4191729024738136	2ET6_A	4.2	7.221	0.213	7.39	0.214	4.202	10.144	0
82	0.835	6	-1.5022330500352017	-5.010915448701317	1.416410707606335	2FL7_A	6.5	5.507	0.027	4.6	2.063	3.718	7.578	1
83	0.992	2	-1.502175694825102	-5.01042160031665	1.4141386837091798	4GQV_A	4.2	5.8	0.45	4.6	2.507	4.532	8.128	0
84	0.98	100	-1.5021914724969276	-5.010557283806657	1.4113588672896074	2AQD_A	7.0	5.987	6.037	6.0	6.206	4.883	6.548	0
85	0.642	5	-1.5021512927063316	-5.01033416618278	1.409079177345147	6OZZ_F	7.4	6.617	0.287	7.4	2.542	5.533	7.528	1
86	0.207	36	-1.5021899353646653	-5.010477848348798	1.406153987618113	3K4N_B	5.2	5.368	0.063	5.2	5.864	4.708	6.111	1
87	0.835	6	-1.502189790657681	-5.010476611795609	1.4036545782270538	2WCB_B	7.0	6.686	0.051	6.5	3.276	5.923	7.578	1
88	0.763	28	-1.5023746369112607	-5.01104111550803	1.3992290537619303	4X3J_A	7.0	6.559	0.194	7.0	1.178	0.63	8.985	1
89	0.954	429	-1.5023339447965804	-5.0107237507208	1.397181960560576	6L02_A	6.0	6.973	0.391	8.01	0.79	4.553	8.603	1
90	0.265	6	-1.5023342777729414	-5.010726599742347	1.3948583171333238	4CYS_B	6.3	6.543	0.044	6.3	5.323	6.163	7.578	1
91	0.822	2	-1.5021747567701598	-5.009765392234322	1.3938661770438	1RPY_B	7.5	7.5	0.3	8.5	0.903	5.463	8.708	1
92	0.918	230	-1.5022080842929557	-5.010041555383225	1.3913476248925483	3F5F_A	6.0	6.746	0.075	6.51	0.703	4.546	8.94	1
93	0.805	5	-1.5021867815145031	-5.0100082732152575	1.389520511561905	7KZ7_A	7.5	6.4	0.31	7.0	1.276	3.568	7.668	1
94	0.812	53	-1.5021999327193096	-5.010095511190741	1.3872484711127953	7OFS_A	8.0	6.716	0.04	6.0	1.27	4.503	8.468	1
95	0.98	271	-1.502034486907891	-5.009104509848378	1.386472026839369	5WDS_B	9.0	6.934	0.127	7.51	0.812	4.35	8.609	0
96	0.812	7	-1.5025048525974503	-5.011474616667957	1.38039701519591	6HQG_D	5.6	6.6	0.29	5.64	0.387	5.183	8.118	1
97	0.973	18	-1.5022049638819028	-5.010040256096257	1.3812742516690508	5CUY_D	8.3	6.3	0.328	5.61	0.606	4.797	8.008	0
98	0.912	9	-1.5023158007008666	-5.010271513492395	1.378089315737746	4QIS_B	7.9	8.28	0.207	7.5	1.659	6.493	10.96	1
99	1.0	0	-1.5023158007008666	-5.010271513492395	1.378089315737746	7X5T_A	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
100	1.0	0	-1.5023158007008666	-5.010271513492395	1.378089315737746	6YXE_B	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
101	0.953	2	-1.5023143484739452	-5.010267328102257	1.376166544173843	2CV9_D	6.2	7.5	0.092	5.2	2.64	5.113	11.6	1
102	0.696	256	-1.5023878761432725	-5.010858899551187	1.373680032207876	3ITP_A	8.0	7.454	0.557	8.0	1.729	5.953	9.023	1
103	0.862	1710	-1.5024353840809086	-5.011085388287764	1.371405610611551	3L7F_L	6.5	6.765	0.143	7.5	0.601	4.198	8.941	1
104	0.824	32	-1.5024951919135554	-5.011537616224396	1.3691518093563233	3DRM_A	8.5	6.708	0.132	6.0	1.519	5.214	8.574	1
105	0.283	2	-1.5024952773762836	-5.011538354737866	1.3673906671385851	3Q3E_B	6.5	6.6	0.862	6.5	5.317	5.463	8.128	1
106	0.768	4	-1.5024400144282366	-5.01125158563392	1.3661351993508424	6BMM_B	6.5	6.326	0.07	5.8	1.77	5.183	7.658	1
107	0.949	138	-1.5023231922606834	-5.010499172922861	1.3653833629612437	2V5Q_D	8.0	6.61	0.668	6.53	0.743	4.555	8.511	1
108	0.405	21	-1.5023233898404391	-5.010500853613712	1.3636966120993887	3P5D_D	8.0	7.514	1.0	8.0	4.496	5.933	8.068	1
109	0.616	2	-1.5020088432283674	-5.009032219213497	1.364817191359048	1B8K_A	5.6	6.3	0.392	5.6	2.399	5.433	8.128	1
110	0.822	72	-1.5020164223288863	-5.0090286266858115	1.3630710652773537	3P8M_D	7.0	6.836	0.188	7.0	0.52	4.514	8.707	1
111	0.999	0	-1.5020164223288863	-5.0090286266858115	1.3630710652773537	3BBP_F	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
112	0.698	16	-1.5020098649690228	-5.0089720057047575	1.3614837310792807	3G0J_B	7.5	7.165	0.226	7.5	2.307	5.613	8.954	1
113	0.914	15	-1.5019885030905396	-5.008527287293814	1.3596298354767669	5WP0_B	7.5	6.631	0.271	6.99	0.427	4.435	8.885	1
114	0.833	13	-1.5020862222836573	-5.008944263712309	1.3570598612179223	3FAL_D	6.5	7.464	0.994	7.5	1.031	6.183	8.608	1
115	0.673	10	-1.501521766935432	-5.005908010068158	1.360337181271212	1BUG_B	7.0	6.814	0.366	7.0	1.679	4.976	8.323	1
116	0.789	2	-1.5023713098537808	-5.009882232207305	1.3512550410857416	5KL9_D	7.0	6.7	0.356	6.3	2.776	5.463	8.138	1
117	0.102	9	-1.5025384418822536	-5.011305299893481	1.3485253303011902	1G4E_B	7.5	7.45	3.891	7.5	6.111	6.793	7.728	1
118	0.949	2	-1.5025383546910962	-5.011304551760294	1.3471780837903407	1O57_D	7.0	6.933	0.103	7.5	2.729	5.463	8.128	1
119	0.999	0	-1.5025383546910962	-5.011304551760294	1.3471780837903407	3MTS_C	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
120	1.0	0	-1.5025383546910962	-5.011304551760294	1.3471780837903407	5EWO_A	5.6	6.8	0.311	6.8	0.311	4.693	8.908	1
121	0.712	3	-1.5025383827142689	-5.0113047933809	1.3458568621911764	6GDW_C	6.5	5.7	0.055	6.5	2.044	3.947	7.878	1
122	0.999	0	-1.5025383827142689	-5.0113047933809	1.3458568621911764	3SHT_C	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
123	0.521	34	-1.5026968127709137	-5.012077538138516	1.343231022631599	1Y4I_A	8.5	7.377	0.092	8.5	3.406	4.532	8.631	1
124	0.938	2	-1.5027104473618298	-5.012109558029877	1.3418199854608994	4KPK_A	8.5	7.1	0.595	7.01	0.608	5.353	8.848	1
125	0.69	41	-1.502764222317472	-5.012566541018299	1.3402404017036051	6VZ9_B	8.0	6.862	0.095	8.0	2.004	5.305	8.39	1
126	0.969	4	-1.5027641946783128	-5.012566303804834	1.3390583815095478	2VB2_X	7.0	6.6	0.062	5.6	1.642	4.557	8.548	1
127	0.622	2	-1.5027642818189175	-5.012567047628321	1.3378990507955992	6DBS_C	7.5	7.6	0.498	8.5	2.645	5.463	8.568	1
128	0.918	47	-1.50278251441573	-5.012730742106309	1.336671597995976	6N80_T	4.5	6.375	0.147	7.5	0.894	4.216	8.156	1
129	0.868	244	-1.5027559823390932	-5.012520201589703	1.335776390607337	5VPY_B	8.5	6.943	0.175	7.5	1.703	4.396	8.529	1
130	0.897	39	-1.5028365335267022	-5.0127622346052565	1.3337529031963824	1AL8_A	8.3	6.801	0.256	6.5	0.435	4.146	9.024	1
131	0.726	3	-1.5028365228152178	-5.012762143387053	1.332700382962021	1G5R_A	5.5	6.325	0.073	5.5	2.059	5.413	7.878	1
132	0.882	355	-1.5029529828336103	-5.013110415326759	1.3302726162056377	8CZT_A	5.5	6.71	0.254	5.5	0.375	4.355	9.141	1
133	0.924	1	-1.5029529828336103	-5.013110415326759	1.329289726990481	6W08_B	6.5	7.65	0.125	8.5	4.042	5.153	8.598	1
134	0.999	0	-1.5029529828336103	-5.013110415326759	1.329289726990481	6H0G_F	7.4	6.8	0.311	6.8	0.311	4.693	8.908	1
135	0.991	7	-1.50292303135869	-5.013023913194397	1.3286781021675236	5GU8_A	8.5	5.488	0.066	4.97	2.199	4.463	7.408	0
136	0.891	1	-1.503003126776373	-5.013230928254441	1.3267041658346748	3HDJ_B	8.0	6.9	0.321	6.91	0.321	4.843	8.937	1
137	0.976	1620	-1.502936793325959	-5.012990387519448	1.3264762467666675	7CVT_F	9.5	6.768	0.189	7.5	0.445	4.098	9.06	0
138	0.45	7	-1.5029384563698003	-5.012977033286024	1.325472937448766	5WNM_A	7.5	7.013	0.117	7.5	4.109	4.612	8.532	1
139	0.974	49	-1.5029270962875747	-5.013004346200418	1.3247390077707895	4EEU_A	8.6	6.36	0.19	8.0	1.06	4.43	8.131	0
140	0.763	26	-1.5031985957673821	-5.015483444538442	1.3217131441907723	2QNV_A	8.0	7.363	0.079	7.19	2.225	6.933	7.988	0
141	0.437	3	-1.5028203732990022	-5.013232439051262	1.3241207591611586	3B4N_B	6.5	6.7	0.235	6.5	3.891	5.713	7.878	1
142	0.876	16	-1.5028084104746633	-5.013033448528316	1.3232267906482351	3SJU_B	6.2	7.3	0.427	7.5	0.626	5.693	8.989	1
143	0.715	121	-1.5036806276317407	-5.017249798564766	1.3145719742614081	6SOZ_C	6.5	6.854	0.294	6.54	0.817	5.348	8.391	1
144	0.825	347	-1.5036944080553416	-5.017329792125603	1.3137839562692268	7AI1_FFF	7.5	6.755	0.165	7.5	1.062	4.4	8.58	1
145	0.718	6	-1.503937755895335	-5.01942834298745	1.3111428022163043	2QG6_A	7.8	7.371	0.04	7.0	2.357	5.933	9.022	1
146	0.35	2	-1.5045103914147093	-5.024352987794892	1.3058531215556173	5NMU_C	8.0	7.533	0.088	7.8	2.746	5.463	8.138	1
147	0.999	0	-1.5045103914147093	-5.024352987794892	1.3058531215556173	7D18_A	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
148	0.956	21	-1.504605472196529	-5.024955168610191	1.3045483837630572	1OVL_F	6.5	4.984	0.191	4.2	1.269	3.986	7.338	1
149	0.572	10	-1.5052501101329923	-5.028174256878641	1.2981940624661839	5AEW_X	6.0	6.391	0.327	6.0	2.617	5.523	8.178	1
150	0.868	66	-1.5052489126063482	-5.0280105888475015	1.2978019818680657	6T3L_B	4.95	6.36	0.123	5.6	1.412	4.144	8.787	1
151	0.79	7	-1.5054620646709362	-5.0291487659360135	1.295630713248935	1L1D_B	8.5	7.144	0.191	8.0	1.115	4.507	8.67	1
152	0.789	19	-1.5053933469095235	-5.0285654456864455	1.2959110386752255	5L9F_B	4.5	6.368	0.016	7.5	1.945	4.523	8.901	0
153	0.556	69	-1.5057397334295508	-5.030567049928083	1.2925882296006521	6MPY_B	6.1	5.941	0.232	6.1	2.998	4.502	7.662	1
154	0.428	8	-1.5057397580430696	-5.0305672607095735	1.2923588232838945	1KEO_B	6.5	6.5	4.567	6.5	4.567	4.783	7.448	1
155	0.999	0	-1.5057397580430696	-5.0305672607095735	1.2923588232838945	3JZ3_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
156	0.949	2	-1.5057397580430696	-5.0305672607095735	1.2921342099271729	7KGM_A	6.5	7.767	0.15	8.5	1.542	5.463	8.628	1
157	0.999	0	-1.5057397580430696	-5.0305672607095735	1.2921342099271729	1EQ6_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
158	1.0	0	-1.5057397580430696	-5.0305672607095735	1.2921342099271729	3U2A_A	4.6	6.8	0.311	6.8	0.311	4.693	8.908	0
159	0.832	10	-1.5057721177062002	-5.030580258270929	1.2914371599859167	6GRQ_A	5.5	6.882	0.258	8.0	0.947	5.24	8.597	1
160	0.689	41	-1.505816962376564	-5.0310135996701115	1.2909593741632126	7MYB_B	8.0	6.862	0.096	8.0	2.108	5.33	8.37	1
161	0.907	64	-1.5057143549099987	-5.030159835747217	1.2916197190608152	5HI2_A	6.8	7.613	0.094	8.49	1.123	5.97	9.005	1
162	0.924	20	-1.5053413880390478	-5.028022596380775	1.2946127301341857	3NXL_D	7.0	7.567	0.633	7.97	0.71	5.023	9.771	1
163	0.976	42	-1.5052751275127347	-5.027748072239808	1.2949626106554142	4RNX_B	5.0	7.491	0.686	8.3	3.292	5.357	8.376	0
164	0.495	3	-1.505241176035943	-5.0276222801967725	1.2950353521476772	3TA7_A	9.5	8.325	0.106	9.5	4.207	5.703	9.558	1
165	0.999	0	-1.505241176035943	-5.0276222801967725	1.2950353521476772	2NR5_H	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
166	1.0	14	-1.505240500715175	-5.027616880161777	1.2947620931519854	5OM6_D	3.5	6.0	0.537	5.55	1.139	3.98	8.438	0
167	0.734	14	-1.505646888211159	-5.029064940794376	1.289457164818398	3WY1_B	7.0	7.087	0.512	7.0	1.323	4.79	9.274	1
168	0.463	691	-1.5060284206370735	-5.031297139465626	1.2856472017257752	6SET_A	4.5	4.905	0.125	4.51	2.076	3.486	7.588	1
169	1.0	0	-1.5060284206370735	-5.031297139465626	1.2856472017257752	3EPY_B	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
170	0.999	0	-1.5060284206370735	-5.031297139465626	1.2856472017257752	1S3J_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
171	0.66	24	-1.5060462867940105	-5.03135786920635	1.285361410021143	7AUI_A	4.5	6.112	0.071	4.5	2.671	4.428	9.095	1
172	1.0	0	-1.5060462867940105	-5.03135786920635	1.285361410021143	1ONL_C	4.3	6.8	0.311	6.8	0.311	4.693	8.908	0
173	0.06	13	-1.5060463064022391	-5.031358038899718	1.285276584410071	1XMG_F	7.0	6.986	7.509	7.0	7.857	6.893	7.088	1
174	0.899	129	-1.505948801719405	-5.030974997778257	1.2862045021152722	3DPF_B	6.0	7.711	0.299	6.0	0.648	5.579	9.509	1
175	0.932	128	-1.5054284260756865	-5.026563371773916	1.290459981077491	1GHV_L	7.8	7.175	0.254	7.5	2.385	4.74	8.612	1
176	0.484	5	-1.5054282919806166	-5.02656288616108	1.2902745758915295	3FJM_B	5.5	6.467	0.052	5.5	4.207	5.413	8.438	1
177	0.875	1561	-1.5055190650294652	-5.026902688789636	1.2891194853249666	4NJA_L	6.5	6.761	0.182	7.5	0.449	4.072	9.1	1
178	0.743	6	-1.5057020053559909	-5.0275900200730135	1.2872245692831952	7BWB_A	6.4	7.314	0.231	6.4	1.419	5.293	10.313	1
179	0.891	2	-1.5052581057919443	-5.025309759705279	1.2911337045126514	7A7B_H	7.5	7.433	0.243	8.5	2.845	5.463	8.568	1
180	0.999	0	-1.5052581057919443	-5.025309759705279	1.2911337045126514	2R2Z_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
181	0.516	15	-1.5053999965423523	-5.025864004556144	1.2895104268573971	6KG1_A	7.5	7.681	0.105	7.5	3.758	5.681	8.728	1
182	0.703	51	-1.5061486869059892	-5.0287372988822705	1.2814239564237542	1WBF_B	7.0	6.783	0.363	7.04	1.161	4.859	8.028	1
183	0.489	191	-1.506027745238539	-5.028232869797552	1.2826149728227512	1T40_A	5.0	5.943	0.168	5.0	4.134	4.921	8.87	1
184	0.462	691	-1.5064115053588591	-5.030474889847853	1.278897947586157	1IEE_A	4.5	4.905	0.125	4.51	2.083	3.481	7.588	1
185	0.955	2	-1.5064115053588591	-5.030474889847853	1.2789425239221868	6UML_E	7.5	6.1	0.435	6.0	2.778	5.383	8.128	1
186	0.635	5	-1.5061102005082787	-5.029171771587496	1.2819123150798304	2W5Q_A	5.6	5.867	0.045	5.6	2.881	4.109	8.298	1
187	0.721	8	-1.5066323645823807	-5.031889755699836	1.2771523307261827	4M1N_C	8.5	7.456	0.268	8.5	1.3	5.673	8.744	1
188	0.83	233	-1.5067947654641753	-5.033296196744581	1.2758645733151162	3A4F_B	5.3	6.508	0.203	7.52	1.566	4.562	7.988	1
189	0.878	13	-1.5070977830682835	-5.034374012727998	1.2728657230246108	1Y7B_D	7.5	6.743	0.078	8.0	0.985	4.929	8.547	1
