iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
65	0.433	1	-1.503013208538609	-5.0178447639091335	1.9057173009941444	3IT6_D	7.5	7.15	0.15	7.5	2.898	5.153	8.438	1
66	0.924	1	-1.503013208538609	-5.0178447639091335	1.9044681227030518	5CZW_A	6.5	7.15	0.15	7.5	2.899	5.153	8.438	1
67	0.999	0	-1.503013208538609	-5.0178447639091335	1.9044681227030518	2ZC2_B	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
68	0.874	660	-1.503072743309323	-5.018246977680687	1.9028623931816262	4EVN_P	6.5	6.681	0.181	7.49	0.448	4.032	9.015	1
69	0.988	4	-1.503072743309323	-5.018246977680687	1.901618902773861	4A61_A	8.6	6.38	0.512	6.2	3.283	5.933	7.658	0
70	0.734	43	-1.5027553913088774	-5.015143233145986	1.9020311967424075	6GIA_A	6.5	6.416	0.449	6.2	2.009	4.432	8.513	1
71	0.645	2	-1.5027589669421908	-5.015174152754379	1.9007692153889761	6FAP_D	8.5	7.767	0.086	8.0	1.952	5.463	8.598	1
72	0.58	4	-1.502770751465911	-5.0152749377317205	1.899463399662266	3SJB_D	8.0	7.5	1.079	8.0	2.173	5.933	8.118	1
73	0.897	355	-1.5029809681718744	-5.015805873734383	1.896383798935289	2YNA_B	6.9	6.706	0.202	5.51	0.239	3.713	9.748	1
74	0.627	16	-1.5028271345143445	-5.014741539893386	1.8960422531692047	3A3O_B	6.5	6.529	1.676	6.5	1.806	4.578	8.058	1
75	0.108	7	-1.5028516717257463	-5.014952756171275	1.894673617844769	1JDB_L	7.4	7.325	2.854	7.4	4.905	6.473	7.548	1
76	0.966	268	-1.5028483830149733	-5.0149752166991	1.8934764304307918	4EPV_A	4.0	6.966	0.178	7.5	1.313	4.426	8.569	0
77	0.582	54	-1.5028967107987674	-5.015423118497217	1.8919855788171296	2JKK_A	8.5	7.56	0.935	8.51	2.049	5.447	8.675	1
78	0.912	14	-1.502801514684996	-5.015003608841162	1.891392029791629	3ITA_D	4.5	6.787	0.306	4.5	0.412	4.487	8.622	1
79	0.831	152	-1.5029515175019752	-5.015717021949857	1.889173588867993	1QXS_D	7.3	6.968	0.314	7.29	0.367	4.357	9.288	1
80	0.635	40	-1.5030535545339005	-5.0164088345962	1.8873486402562516	2Q7G_A	7.5	7.712	0.073	7.48	1.598	6.724	8.74	1
81	0.889	4	-1.5032694245167928	-5.017109177810545	1.8844708612547216	4WK5_A	7.5	7.56	0.215	10.5	0.547	4.804	10.602	1
82	0.887	59	-1.5032260509225868	-5.016844155823663	1.8835212915702293	7JGV_B	5.0	6.281	0.183	6.0	0.924	4.604	8.615	1
83	0.93	65	-1.5032182524146267	-5.016758369443648	1.8823599348468285	6SGV_J	4.5	7.148	0.064	7.5	2.413	4.465	8.518	1
84	0.895	42	-1.5034367641184494	-5.017419101748388	1.8793186245458384	3QRH_A	7.0	6.684	0.208	6.5	0.458	3.492	9.732	1
85	0.433	1	-1.5034819717133552	-5.017796992633593	1.8778635413482139	7B1H_H	7.5	7.15	0.15	7.5	2.612	5.153	8.438	1
86	0.716	26	-1.50355718278849	-5.018264085678486	1.8762251857047565	2ZJ3_A	8.5	7.78	0.083	8.75	0.964	5.293	9.048	1
87	0.893	12	-1.503427587267957	-5.017708835637645	1.8758934614955718	3NN2_E	7.5	5.764	0.127	4.54	1.124	3.52	9.129	1
88	0.586	14	-1.5033666418619704	-5.017403492942178	1.875130800011994	5FF7_D	7.5	6.64	0.189	7.5	2.308	3.409	8.418	1
89	0.911	48	-1.5032850414936385	-5.017023366252612	1.8744666785887523	4IPF_A	6.5	6.076	0.28	6.0	0.438	3.75	8.612	1
90	0.788	14	-1.5038669305560435	-5.020545238133741	1.8698004048558121	3G66_B	6.5	7.509	0.167	6.99	0.541	6.013	9.27	1
91	0.481	9	-1.5041630532741437	-5.021807224594659	1.866633356046095	3QFF_B	6.5	6.74	0.256	6.5	2.548	5.593	8.278	1
92	0.999	0	-1.5041630532741437	-5.021807224594659	1.866633356046095	4L1N_A	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
93	0.701	256	-1.5042344262833747	-5.022386378794145	1.865045763227157	4N9P_A	8.0	7.454	0.44	8.01	1.275	5.933	9.042	1
94	0.89	242	-1.5043141999313692	-5.02267243047213	1.8632509537885928	3E1X_B	6.0	6.208	0.192	6.0	0.239	3.214	9.08	1
95	0.954	2	-1.5042610951642148	-5.0222450204479925	1.862394392133945	2CMP_A	7.5	6.6	0.103	5.0	1.942	4.893	8.198	1
96	0.876	64	-1.5042975203142914	-5.022582295954728	1.861040158078456	5YZH_B	5.5	7.009	0.555	6.95	0.626	5.42	8.561	1
97	0.933	1	-1.5042975203142914	-5.022582295954728	1.8598803312910743	3DOM_D	7.5	7.85	0.111	8.9	2.92	5.153	9.004	1
98	0.984	3	-1.5042975203142914	-5.022582295954728	1.858722807444553	7CSI_B	8.5	6.575	0.876	6.5	1.521	5.393	7.878	0
99	0.937	843	-1.5042692870903462	-5.022364661441768	1.8577239237893444	6XQ2_F	5.0	6.649	0.237	7.48	0.294	4.098	8.88	1
100	0.121	6	-1.5042836224370928	-5.022488778238546	1.8564878950120516	1OZV_C	6.8	6.8	5.032	6.8	5.032	6.303	7.288	1
101	0.879	851	-1.5043293789149876	-5.022714235307886	1.855038732251064	7KX4_D	6.5	6.632	0.236	7.48	0.287	4.109	8.873	1
102	0.894	429	-1.5043528055517756	-5.022891590139136	1.853754345371308	6WV6_A	6.5	6.972	0.313	8.01	0.632	4.544	8.635	1
103	0.7	256	-1.5044243715360148	-5.023476277948824	1.852188567185441	2RBM_A	8.0	7.454	0.471	8.0	1.332	5.933	9.035	1
104	0.805	226	-1.5043969361829832	-5.023244895246267	1.8512104388316273	1UFJ_A	6.8	7.533	0.254	9.0	1.224	5.964	9.056	1
105	0.98	2	-1.5043969361829832	-5.023244895246267	1.850070252318213	3OI9_A	5.0	5.933	0.083	4.0	1.873	3.913	8.128	1
106	0.999	0	-1.5043969361829832	-5.023244895246267	1.850070252318213	3FJU_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
107	0.873	229	-1.504442863042507	-5.023632762731575	1.8486641135052786	6DHC_C	5.5	6.352	0.214	6.56	1.17	4.472	8.357	1
108	0.825	9	-1.5045668055954777	-5.024449138145711	1.8467863910368612	4X0E_B	6.25	7.163	0.104	7.5	1.458	5.563	8.538	1
109	0.061	13	-1.5045854260088696	-5.024609578907053	1.845546774588543	2NQQ_D	6.5	6.521	5.102	6.5	5.35	6.363	6.648	1
110	0.832	1	-1.5048466284968094	-5.025556687045627	1.842507233762576	3DB7_A	7.0	6.65	0.361	6.59	0.361	4.813	8.558	1
111	0.188	38	-1.505277241504046	-5.029275393413208	1.8388738963412359	5MXK_A	6.5	6.586	1.762	6.5	2.741	6.233	6.828	1
112	0.766	284	-1.5057775559066067	-5.0316039920391775	1.8344179047289493	3NW2_B	6.0	6.445	0.292	6.0	0.639	4.999	8.151	1
113	0.852	13	-1.5057706779935964	-5.031598226221006	1.833378074836515	6WK0_D	8.5	6.446	0.037	7.49	2.288	3.226	8.528	1
114	0.628	2	-1.5057752996738731	-5.031638256337382	1.8322464727649455	3FPV_H	5.8	6.967	0.103	5.8	2.047	5.463	8.418	1
115	0.933	1	-1.5057693195996285	-5.031586819815499	1.831179331564487	6IG2_D	7.5	6.9	1.177	7.0	3.024	5.153	8.438	1
116	0.817	38	-1.5059174515095852	-5.0321454217169785	1.8289433620824813	2H4Z_B	7.0	7.031	0.574	7.5	0.654	4.64	9.075	1
117	0.864	6	-1.506299307783494	-5.0338575567283455	1.8252835334640105	4N0V_B	8.5	7.043	0.176	8.34	0.282	4.369	9.216	1
118	0.698	94	-1.5059539710645906	-5.031716486113554	1.8263051472341283	4D6Q_A	7.0	7.014	1.414	7.0	1.433	5.443	8.412	1
119	0.431	17	-1.505990785140692	-5.031905566450115	1.8249235702361006	6XDM_C	7.5	7.719	0.051	7.5	3.259	5.517	9.543	1
120	0.951	7	-1.5060159243985147	-5.031892197872108	1.8235138949592518	2DX1_A	7.5	6.363	0.459	7.0	0.89	4.075	8.493	1
121	0.854	17	-1.5057788168317312	-5.03047918947342	1.8239162719538808	2E4U_B	5.0	6.444	0.129	5.0	0.687	4.567	8.368	1
122	0.83	16	-1.5059734029165202	-5.031171784291306	1.82137004278837	4XEO_B	7.5	7.165	0.227	7.5	0.549	4.75	9.092	1
123	0.77	27	-1.5062381192870224	-5.032492111057985	1.8182614304410716	1G41_A	7.3	6.857	0.17	7.49	0.674	4.212	9.47	1
124	0.467	1	-1.5062446984243634	-5.032549124861474	1.8171482368099614	6JGV_B	8.5	7.65	0.125	8.5	3.048	5.153	8.628	1
125	0.739	7	-1.506176312299512	-5.032050790886893	1.81648700144637	6YX7_LLL	8.5	7.575	0.048	8.5	1.308	6.303	8.578	1
126	1.0	0	-1.506176312299512	-5.032050790886893	1.81648700144637	6GJE_D	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
127	0.946	38	-1.5060586295916971	-5.031516287841276	1.8162474723929054	5U92_A	5.6	7.295	0.41	7.5	0.712	5.659	8.7	0
128	0.299	5	-1.5060387631777377	-5.031504408338796	1.8153722560755514	2V2V_B	6.5	6.883	0.076	6.5	4.071	5.973	9.349	1
129	0.932	29	-1.5061880213996581	-5.032343115472989	1.8133648333319963	4UEG_B	8.5	6.845	0.461	6.51	0.614	5.444	8.534	1
130	0.225	3	-1.506196941720379	-5.032420508783361	1.8122474618800817	2WDD_A	8.0	7.7	0.061	8.0	4.56	5.713	8.138	1
131	0.346	13	-1.5062072353563778	-5.032509155361183	1.811124123093474	5NKU_B	6.5	7.057	0.022	6.5	3.793	6.373	8.548	1
132	1.0	0	-1.5062072353563778	-5.032509155361183	1.811124123093474	6N6C_D	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
133	0.949	2	-1.5062072353563778	-5.032509155361183	1.8100641315084387	6JSC_B	7.0	7.767	0.084	8.0	2.024	5.463	8.598	1
134	0.231	7	-1.5062158775149879	-5.032584059751011	1.8089549223055557	5K5V_A	6.5	6.425	2.421	6.5	4.538	5.543	7.118	1
135	0.133	101	-1.5062977212691617	-5.0332888489522425	1.8074125283346387	7BC8_A	4.2	4.43	0.019	4.2	4.837	4.027	6.448	1
136	0.804	41	-1.5062425049189656	-5.0328100744703175	1.8066884579165607	5ZPP_B	7.4	6.924	1.173	6.8	2.889	6.443	7.498	1
137	0.858	16	-1.506368211383887	-5.033122053941043	1.804435500282569	6NLO_A	7.5	6.988	0.164	7.5	0.506	4.22	10.06	1
138	0.462	3	-1.5063853852440945	-5.033267001431604	1.8032863411625921	3SJH_B	6.5	6.125	0.068	6.5	2.868	4.589	7.878	1
139	0.993	2	-1.5063853852440945	-5.033267001431604	1.8022419783232795	1TBG_H	4.2	7.267	0.098	7.0	2.023	5.463	8.168	0
140	0.603	2	-1.5063412072512856	-5.033169396261498	1.8016095775334047	4WGH_A	7.5	6.6	0.17	7.5	2.119	3.869	8.298	1
141	0.943	35	-1.5063595306835034	-5.033327912886791	1.8004592169576248	3KE0_B	5.4	5.872	0.033	4.59	1.84	4.48	7.518	1
142	0.662	9	-1.5063249713493576	-5.03324916525889	1.7997122714921174	6M4Y_A	5.4	6.66	0.14	5.4	1.844	4.94	9.56	1
143	0.747	12	-1.5062402620895157	-5.032728348218537	1.7992016153649382	4HLS_B	6.5	7.469	0.17	6.5	1.349	5.213	9.935	1
144	0.469	48	-1.506244546975944	-5.0327963669316915	1.7981489703507223	6EAG_F	9.5	7.929	0.02	9.5	3.069	4.521	9.59	1
145	0.616	2	-1.506249975923503	-5.0328430649614315	1.7970824474974576	6B2Q_D	6.5	7.1	0.101	6.5	2.049	5.463	8.158	1
146	0.054	15	-1.5062616811587541	-5.032943913609797	1.7959804684784986	5UDU_F	7.5	7.456	4.549	7.5	5.65	7.333	7.618	1
147	0.932	30	-1.5062411231324166	-5.032931568376955	1.7951329268941594	4AL3_A	4.0	6.81	0.189	4.6	0.994	4.091	9.644	0
148	0.58	4	-1.5062532316013368	-5.033034538559278	1.7940322836211577	6N5Z_B	8.0	7.16	0.06	6.5	2.37	5.933	8.118	1
149	0.509	589	-1.5065935167881483	-5.0359542801265675	1.790961414872026	6SYS_A	8.0	7.946	1.075	7.8	1.915	6.114	9.028	1
150	0.848	61	-1.5066312069222934	-5.0362146211026095	1.7897100387690807	3EMB_A	7.0	6.421	0.243	6.94	0.478	4.78	8.669	1
151	0.787	256	-1.5063423044305952	-5.033447163466264	1.7903062419562876	5IEX_A	7.8	7.318	0.583	7.48	1.988	5.766	8.514	1
152	0.793	162	-1.5064841601310357	-5.033901870388396	1.788085814289723	1N3O_B	6.5	6.851	0.226	6.52	0.744	3.968	9.31	1
153	0.192	4	-1.5068569112632915	-5.036489142666843	1.7847798516792495	4S00_D	6.5	6.56	2.923	6.5	4.171	5.933	7.658	1
154	0.761	16	-1.5068322739615148	-5.0362773973524595	1.7839215257123662	5YVN_A	4.6	6.329	0.099	6.5	2.178	4.311	9.168	1
155	0.946	83	-1.5068404947506722	-5.036331709717565	1.782884131273526	2FNE_C	4.6	6.863	0.237	7.35	0.254	4.184	9.346	1
156	0.808	20	-1.5067985753674382	-5.036198261622729	1.7821624664306361	5TTG_B	5.6	6.912	0.35	7.5	0.955	5.463	9.027	1
157	0.887	198	-1.5069483794140912	-5.036638405887842	1.7798991580705468	6G78_B	8.0	7.116	0.256	7.5	0.288	4.502	9.698	1
158	0.999	0	-1.5069483794140912	-5.036638405887842	1.7798991580705468	1J0W_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
159	0.939	172	-1.5069393427877058	-5.036529570554711	1.7789515029033025	4DNE_B	6.5	5.1	0.048	4.0	1.353	2.045	8.495	1
160	0.97	1	-1.5069393427877058	-5.036529570554711	1.777955834261745	3STO_A	5.0	7.15	0.287	7.5	1.319	5.153	8.438	0
161	0.969	2	-1.5069393358296979	-5.036529514336372	1.7769622100862645	5JP4_B	5.5	6.2	0.093	7.0	1.566	4.686	8.128	1
162	0.914	1	-1.5066545967617782	-5.034138326244564	1.7776984491757823	1PK3_C	6.4	6.4	0.148	6.0	2.801	5.153	8.438	1
163	0.924	8	-1.5065895761170278	-5.033015712832804	1.7768408046616537	4GMP_3	7.5	6.783	0.406	7.0	1.7	4.943	8.27	1
164	0.433	1	-1.5066022971162651	-5.033123943406979	1.7757722712627093	5MR4_D	7.5	7.15	0.15	7.5	2.954	5.153	8.438	1
165	0.953	34	-1.5065610633863618	-5.032990988025621	1.7751164598238014	3F4C_B	5.0	7.194	0.34	7.5	1.519	5.004	8.693	0
166	0.788	4	-1.5065630163098553	-5.033007895607071	1.7741166272259454	6GKE_A	5.0	6.54	1.036	7.2	2.452	4.933	7.658	1
167	0.151	52	-1.5067232398895878	-5.034011912355803	1.7721151466252996	5FH3_A	7.4	7.168	0.072	7.4	4.776	4.795	7.568	1
168	1.0	0	-1.5067232398895878	-5.034011912355803	1.7721151466252996	5D55_B	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
169	0.875	1590	-1.5067870474385034	-5.034206275297805	1.7706187761066248	4LU5_M	7.0	6.761	0.192	7.49	0.376	4.024	9.17	1
170	0.693	6	-1.506789941395265	-5.034231298997022	1.7696222090200378	5HMD_B	6.5	5.986	0.036	5.51	2.872	5.393	7.288	1
171	0.606	7	-1.5067930895629145	-5.034258604677087	1.768626083454609	5Y7C_B	6.5	7.288	0.036	8.0	3.041	6.353	8.098	1
172	0.841	7	-1.507029885596712	-5.035180228893435	1.7658915035323322	5WJF_B	7.5	6.538	0.277	4.5	1.443	4.437	8.662	1
173	0.808	253	-1.5070556202261778	-5.035052900599853	1.7645909266162947	2VTT_A	7.0	7.332	0.699	7.48	2.013	5.809	8.531	1
174	0.987	429	-1.5070370826307404	-5.034908439061564	1.7637378876703345	6ZQO_A	9.0	6.966	0.374	8.01	0.798	4.554	8.598	0
175	0.966	2	-1.5070355493252556	-5.034899832606147	1.7627825980807128	2PNY_A	8.0	6.6	0.919	6.5	0.961	5.463	8.128	1
176	0.826	4	-1.5074189519780439	-5.037363982515715	1.7593992471583604	6DAD_D	7.5	7.3	0.408	6.5	1.212	5.363	10.339	1
177	0.817	34	-1.5074696845573003	-5.037532973729477	1.7580028253003688	7TTB_A	6.0	6.851	0.267	6.0	0.715	4.383	9.221	1
178	0.937	90	-1.5075322616764868	-5.037986140628683	1.7566608741101004	6VIX_D	5.5	7.295	0.287	7.5	1.29	5.473	8.747	1
179	1.0	0	-1.5075322616764868	-5.037986140628683	1.7566608741101004	1O7I_B	5.0	6.8	0.311	6.8	0.311	4.693	8.908	1
180	0.78	4	-1.5075325122165648	-5.037988778840663	1.7557082891475964	3UB3_A	8.0	8.36	0.212	9.5	1.196	5.933	9.54	1
181	0.587	4	-1.5075354188729502	-5.038014034743306	1.7547412906234783	2FPR_B	8.5	7.36	0.057	8.5	2.524	5.933	8.588	1
182	0.642	5	-1.5082455370513375	-5.040850445069331	1.7485221785790634	4NG7_A	7.5	7.383	0.601	7.5	1.382	5.753	8.804	1
183	0.627	349	-1.5082460562769746	-5.040875248865221	1.7475850040217067	1JTM_A	7.0	6.774	1.002	6.92	1.098	4.998	7.991	1
184	0.489	691	-1.5086384379382518	-5.0437169609574255	1.7440551804892406	4G49_A	4.7	4.904	0.159	4.52	1.76	3.415	7.605	1
185	0.905	3	-1.5087005682125214	-5.043865520905921	1.7424849459627196	4RY1_B	7.5	6.25	0.242	6.4	0.243	3.428	8.922	1
186	0.818	41	-1.5087694864917622	-5.0444667506914636	1.7411363203992427	5ELB_J	8.5	7.262	0.243	7.5	2.003	4.907	8.618	1
187	0.747	84	-1.5087603245646186	-5.044399556473718	1.7402780512910452	3EKD_B	6.0	6.837	0.148	6.0	1.322	5.443	8.457	1
188	0.471	7	-1.508815978879695	-5.044574891286694	1.7388608550077447	6N97_F	8.0	7.663	0.067	8.0	3.226	5.883	9.044	1
189	0.966	6	-1.508657842664305	-5.043530802803151	1.738954399736919	7WA4_B	6.5	7.9	0.037	8.5	1.608	5.793	8.778	1
