iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
39	0.969	1	-1.509029127245126	-5.073888058845215	1.5962576671347846	5YLB_A	7.0	7.1	0.152	7.4	3.519	5.153	8.438	1
40	0.677	11	-1.5093850338695391	-5.07706454292393	1.5875764072002283	5LSX_A	7.3	7.317	2.23	7.3	2.314	6.193	8.008	1
41	0.962	3	-1.5089871676906357	-5.073809301898493	1.5841604603772554	5LLK_A	7.2	7.2	0.106	7.5	2.738	5.713	7.878	1
42	0.935	99	-1.5091171096822042	-5.0747082151926834	1.5771003587833092	6Q5F_D	7.0	7.533	1.398	7.5	1.628	4.859	9.441	1
43	0.916	4	-1.5087189692351048	-5.071663584398528	1.5739440305075496	3WSC_B	7.37	5.86	0.048	7.5	1.492	3.858	7.668	1
44	1.0	0	-1.5087189692351048	-5.071663584398528	1.5739440305075496	4EUY_A	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
45	0.804	41	-1.508628716162214	-5.070879569541844	1.5687054415037882	1W5Z_A	7.0	6.933	0.876	6.8	3.398	6.453	7.488	1
46	0.476	59	-1.5095867583521454	-5.079037274523314	1.5562047470279046	3T2P_D	6.5	6.775	0.072	6.5	3.982	4.976	9.513	1
47	0.976	1	-1.5094329205158397	-5.07803506501622	1.551802133084379	7QST_A	8.0	7.15	0.285	7.5	1.324	5.153	8.438	1
48	1.0	0	-1.5094329205158397	-5.07803506501622	1.551802133084379	4AX2_A	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
49	0.914	20	-1.5096319102196718	-5.079698825005467	1.5450023949803406	5KHH_A	5.5	5.343	0.039	4.6	2.395	4.442	8.018	1
50	0.979	1466	-1.5096344477476555	-5.079781232430831	1.5397354741210854	7JVD_L	9.0	6.765	0.171	7.49	0.421	3.977	9.25	1
51	0.751	22	-1.5100884011449986	-5.083388722509959	1.5313019083858375	1HK0_X	7.0	6.596	0.148	7.0	1.75	4.339	8.466	1
52	0.978	44	-1.5101170425961505	-5.083666047874752	1.5261024566850487	5MQJ_D	5.5	7.373	0.443	7.5	5.339	6.043	7.702	0
53	0.432	3	-1.5119450923887636	-5.097606488539614	1.5081322022676567	2GAH_D	8.5	8.075	0.048	8.5	3.749	5.713	8.658	1
54	0.622	44	-1.5125796948108328	-5.1030821157505795	1.4990134303405522	4MZX_A	8.5	7.82	0.024	8.5	2.982	5.304	8.57	1
55	1.0	0	-1.5125796948108328	-5.1030821157505795	1.4990134303405522	2PK3_B	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
56	0.931	109	-1.512681690940109	-5.103962130159329	1.4939199774813703	7NUG_A	7.5	7.563	0.276	7.8	2.104	5.733	9.409	1
57	0.114	15	-1.5141057475028366	-5.116357701567362	1.4793615266249633	1W48_C	4.8	4.925	0.428	4.8	7.122	4.713	5.718	1
58	0.87	3	-1.5147489864824712	-5.12059576302624	1.4705544976990985	1YR3_F	8.5	8.125	0.775	8.2	2.003	5.713	9.043	1
59	0.992	6	-1.5147489864824686	-5.120595763026217	1.4667659430328892	2UZ1_D	7.5	6.886	2.956	6.9	2.982	6.303	7.288	0
60	0.909	32	-1.5144475226140084	-5.118342474217278	1.4653699780034433	4MPK_A	8.0	7.215	0.2	7.8	2.185	4.603	8.574	1
61	1.0	0	-1.5144475226140084	-5.118342474217278	1.4653699780034433	4WSO_B	4.2	6.8	0.311	6.8	0.311	4.693	8.908	0
62	0.451	20	-1.5152426542832027	-5.125374691240868	1.4558289691090933	4WZ8_C	5.5	6.338	0.06	5.5	4.469	5.416	8.424	1
63	0.86	30	-1.5154281328259172	-5.1269385826405225	1.4509465209103045	1OVS_D	8.0	7.523	0.461	8.5	3.402	3.801	8.588	1
64	0.596	18	-1.516010001702258	-5.13201242292361	1.4432061567875452	3OJ8_B	5.5	6.379	0.036	5.5	3.347	4.564	8.508	1
65	0.857	8	-1.5157804800258423	-5.1300897599490956	1.4417305818010608	2HCR_B	4.15	5.872	0.144	4.31	1.95	4.14	8.994	1
66	0.989	10	-1.515774306803218	-5.130071669075127	1.4385847355997612	3PHG_B	7.5	6.418	0.865	6.5	2.948	5.224	7.488	0
67	0.929	198	-1.5158112086190214	-5.13047971375827	1.4351588240705517	4D0W_A	7.0	6.491	0.593	6.0	1.068	4.77	8.604	1
68	0.961	1	-1.5156373751017538	-5.1297054330508365	1.4335706157875292	2FIQ_D	6.5	7.15	0.473	7.47	0.564	5.153	8.538	1
69	0.913	127	-1.5156708013823217	-5.130243392960713	1.4303266624524582	1M40_A	8.0	6.957	0.456	8.0	0.652	4.366	8.953	1
70	0.91	233	-1.5158252548774762	-5.131541540002726	1.4261624776695014	3IOT_C	6.95	6.734	0.08	6.5	0.842	4.551	8.94	1
71	0.949	172	-1.5159123465679063	-5.132268077868199	1.4225964696365314	6LNG_F	6.5	5.1	0.037	4.0	1.947	2.03	8.49	1
72	0.511	7	-1.5165198316000728	-5.1375977176779175	1.4151415052794487	4IJH_A	6.5	6.475	3.665	6.5	4.189	4.973	8.518	1
73	0.746	206	-1.51680843232061	-5.140235773439614	1.4102675705291	4PVU_B	8.0	7.66	0.396	8.0	2.088	6.553	8.712	1
74	0.76	52	-1.5170863129747474	-5.1426380894757715	1.4055278855186464	3OQF_B	4.5	6.119	0.019	4.5	1.924	3.74	8.0	1
75	0.963	7	-1.517268439106501	-5.143593544531533	1.401527520480425	3LXY_A	5.5	7.163	0.172	8.0	0.972	5.313	8.178	1
76	0.851	8	-1.517354693259045	-5.14451935117913	1.3984678464889548	2HQ6_A	8.0	6.989	0.294	8.0	1.132	4.47	8.86	1
77	0.703	102	-1.5177996424849751	-5.148349214654217	1.3926661240159661	4JLH_A	6.5	6.619	0.203	6.5	2.439	4.597	8.048	1
78	0.639	21	-1.5182333795314253	-5.152078585547551	1.3870117304570089	5I8P_B	6.6	7.091	0.059	7.4	3.565	6.493	8.053	1
79	0.984	3	-1.5181742334758324	-5.1517250817721605	1.3853785411868649	4M0Q_B	6.4	6.7	0.236	5.5	1.006	5.343	7.948	1
80	0.962	78	-1.5181993009250234	-5.151977209621904	1.3831025715098337	7CHB_R	5.0	6.85	0.025	6.5	1.897	4.503	8.617	1
81	0.975	78	-1.5182412133065566	-5.152268748644541	1.3807265197318828	7D2Z_B	4.6	6.855	0.029	6.5	1.879	4.503	8.617	1
82	0.668	5	-1.5185972992827885	-5.155399295794147	1.3759357315038816	6IOT_D	6.0	7.383	0.047	8.5	4.339	5.903	8.558	1
83	0.949	17	-1.518573626541916	-5.155275703628923	1.3742431720147523	6T6L_C	6.85	6.906	0.245	6.5	2.206	5.593	8.468	1
84	0.474	7	-1.519220867619421	-5.160326283694063	1.3669814844897872	2EI3_A	7.0	7.1	0.609	7.0	4.55	5.913	8.398	1
85	0.791	61	-1.5193900485678355	-5.161726376059572	1.3638821035452307	5ETN_A	8.55	7.048	0.292	8.5	1.904	4.553	8.683	1
86	0.826	6	-1.519595727894038	-5.16314791830678	1.3603458994909545	6THQ_C	4.6	5.586	0.222	4.6	1.444	3.473	8.018	1
87	0.801	9	-1.51984872721594	-5.165341437030921	1.3567391342124224	1T2U_A	6.7	7.37	0.047	8.5	1.963	4.493	8.568	1
88	0.991	7	-1.5197146689197687	-5.164536517887416	1.3563498028115692	4FBO_B	8.0	7.413	0.035	6.5	0.832	5.373	10.541	1
89	0.921	84	-1.519897189460141	-5.165294491621783	1.353093223497416	3SQP_B	7.5	7.388	0.345	8.0	1.04	5.228	8.921	1
90	0.996	16	-1.519866614762227	-5.165025744376482	1.3518994299749436	6ZS4_A	5.8	7.265	0.018	7.5	3.153	5.613	8.954	1
91	0.723	269	-1.5202811806383008	-5.168402067305568	1.3471081861252674	1LF5_A	7.5	6.953	0.188	7.5	2.117	4.427	8.551	1
92	0.826	27	-1.5207025198097976	-5.171523740988599	1.3423321885449175	3RBZ_D	6.5	6.488	1.28	6.5	1.316	4.522	8.478	1
93	0.796	19	-1.5208685802360904	-5.1731506782368735	1.3398215868836525	4JWL_A	6.5	7.02	0.346	6.5	1.818	4.684	8.542	1
94	0.922	33	-1.520855321072411	-5.173199848342966	1.3387900324391422	5MWZ_A	7.4	6.721	0.171	6.5	2.264	4.933	8.993	1
95	0.554	10	-1.5213306059596368	-5.177356601715926	1.333774136723552	4W8T_A	5.5	5.836	0.021	5.5	4.013	4.953	7.528	1
96	0.982	10	-1.5213796037654004	-5.177499212825445	1.3321495752196082	3PHI_B	6.0	6.555	1.628	6.5	3.336	5.271	7.558	1
97	0.667	5	-1.521763328743906	-5.180831556869586	1.3279923599079033	1O7V_A	6.5	6.017	0.043	6.5	2.911	4.171	7.588	1
98	0.78	25	-1.5219381416712947	-5.182214113810322	1.3254748319692924	1FCP_A	6.4	7.215	0.206	6.4	1.921	5.137	9.76	1
99	0.981	7	-1.521749724270558	-5.181023492934073	1.326191251611522	3Q8G_A	7.5	6.138	0.034	4.6	3.435	4.548	8.518	1
100	0.919	28	-1.5218525382768096	-5.18173825926924	1.324365353336705	5Y0Z_B	5.5	6.68	0.097	5.78	1.551	5.404	8.489	1
101	1.0	0	-1.5218525382768096	-5.18173825926924	1.324365353336705	3RS1_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
102	1.0	0	-1.5218525382768096	-5.18173825926924	1.324365353336705	2QE6_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
103	1.0	0	-1.5218525382768096	-5.18173825926924	1.324365353336705	4X2Z_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
104	0.934	28	-1.521988221344022	-5.182860123309822	1.3223806572578232	2EC9_U	6.5	6.498	0.502	7.5	1.304	4.934	8.056	1
105	0.988	4	-1.521988221344022	-5.182860123309822	1.3215555961090883	6F6P_D	7.3	6.38	0.059	6.6	5.2	5.203	7.658	1
106	0.989	239	-1.5219847309172798	-5.182822901982757	1.320767684261234	2D5X_B	6.0	6.959	1.415	7.0	1.633	5.791	8.171	1
107	0.867	17	-1.5223837621754237	-5.184313410748479	1.3155893662585556	3EYP_B	7.0	7.072	0.513	7.0	0.908	5.493	8.669	1
108	0.149	6	-1.5230715166787006	-5.190393869201341	1.309208564936335	2H2J_C	6.8	6.8	8.094	6.8	8.094	6.303	7.288	1
109	0.95	18	-1.5228968313930822	-5.1891664797200265	1.310171466341142	4DKX_B	6.5	6.805	0.182	8.0	0.853	5.015	8.31	1
110	0.821	16	-1.5230228113748592	-5.190515623649339	1.308581851479571	6B9G_D	7.0	7.524	0.11	7.0	1.528	5.523	8.538	1
111	0.865	70	-1.5232424748265965	-5.192378523930767	1.3062091609094542	3MGE_A	8.0	7.468	0.762	8.5	2.089	4.997	8.592	1
112	0.938	669	-1.5233241514360467	-5.1928638151962705	1.3049281776421573	3W2O_A	6.5	6.905	0.265	7.5	1.051	4.57	8.94	1
113	0.423	15	-1.5239515746947865	-5.197881236933798	1.2990444096098674	2BJV_A	8.0	7.581	0.133	8.0	5.207	5.501	8.464	1
114	0.832	20	-1.5239949839797533	-5.198136192674461	1.2983079854724602	1YQW_S	6.4	6.471	0.19	6.3	2.037	5.963	8.318	1
115	0.78	8	-1.5241557321441814	-5.199559900295552	1.2966143160771173	6APG_B	4.5	7.033	0.21	7.5	2.193	4.462	10.63	1
116	0.945	33	-1.5243024765734143	-5.200349673082823	1.2949164215074405	6N0I_B	8.3	7.16	0.359	7.53	0.601	4.572	8.84	1
117	0.906	11	-1.5247202819270582	-5.203011340959206	1.2910112724082907	6NDZ_F	7.5	6.992	0.057	4.5	0.658	4.196	9.077	1
118	0.325	2	-1.5251829232746097	-5.207111795130108	1.2869048032188268	6ZMC_C	7.5	7.267	0.097	7.5	6.566	5.463	8.128	1
119	0.975	25	-1.5251348815354175	-5.206897561497605	1.287273457083186	2Q7V_B	5.1	6.708	0.296	6.07	0.328	4.688	8.853	1
120	1.0	0	-1.5251348815354175	-5.206897561497605	1.287273457083186	2I7X_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
121	1.0	0	-1.5251348815354175	-5.206897561497605	1.287273457083186	5ZJ0_A	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
122	1.0	0	-1.5251348815354175	-5.206897561497605	1.287273457083186	2QLC_H	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
123	0.993	6	-1.5251316108981832	-5.206875195971791	1.2871789057507816	5GOM_B	6.0	7.429	0.571	8.0	1.506	6.243	8.528	0
124	0.947	3	-1.5253923982489865	-5.207986313411467	1.2845039446302517	1JI5_D	5.6	6.7	0.297	7.25	0.651	5.043	7.938	1
125	0.462	10	-1.5259080777199256	-5.21247248305387	1.2800499088692443	5HZZ_D	7.5	6.982	0.743	7.5	5.002	5.933	7.568	1
126	0.948	64	-1.5258215700506619	-5.212099363378647	1.2808959334448649	7VEZ_D	8.0	6.811	0.253	6.51	0.741	4.574	8.545	1
127	0.84	57	-1.5259787647054042	-5.213148538636956	1.2794183955514566	2O5K_A	7.5	7.056	1.065	7.0	2.578	4.052	8.958	1
128	0.894	23	-1.5263129157502562	-5.215045367906599	1.2764077106995118	1RBO_S	7.4	7.725	0.98	7.8	2.996	6.833	8.972	1
129	0.991	2	-1.5263129157502562	-5.215045367906599	1.2765019246461287	5HKJ_A	8.5	7.1	0.671	7.5	3.39	5.463	8.128	0
130	0.981	429	-1.5261943438101244	-5.2142934523420355	1.2776487654468278	4L1A_B	6.8	5.723	0.314	5.48	0.6	4.391	7.442	1
131	0.101	31	-1.5268770636760114	-5.220148073186426	1.2718063740680898	3V5O_B	9.0	8.916	1.136	9.0	8.748	8.473	9.073	1
132	0.995	4	-1.5268770636760114	-5.220148073186426	1.271992614747335	4CMM_B	8.5	6.14	0.063	7.4	2.037	4.953	7.658	0
133	0.915	15	-1.5268291864741095	-5.220227180143496	1.2728996319597925	5T88_B	9.0	7.409	0.319	9.0	0.737	5.04	9.274	1
134	0.327	2	-1.5272248751858737	-5.223741910157512	1.2696677320002963	2OXG_Z	8.0	7.6	0.085	8.0	6.725	5.463	8.128	1
135	0.942	5	-1.5273712921976372	-5.22415597704558	1.2680278634401896	3P2Y_A	7.0	6.55	0.288	6.78	0.297	3.094	9.036	1
136	0.653	5	-1.5275918284368786	-5.226020760274356	1.2663042943617888	2Q5Q_B	6.5	6.967	1.269	6.5	3.409	5.743	8.541	1
137	0.197	4	-1.5280573986982635	-5.230159134371969	1.2625812813955513	4AYR_A	6.5	6.56	2.611	6.5	8.126	5.933	7.658	1
138	0.988	15	-1.5280237074543495	-5.230008506360046	1.2633212665091216	6ZRE_B	8.5	6.131	0.136	6.0	0.768	3.767	8.352	0
139	0.869	68	-1.5280001604471753	-5.230085488205236	1.263918261012156	6FCB_A	7.0	7.228	0.122	8.0	1.486	5.496	8.373	1
140	0.568	6	-1.528251193678454	-5.232314626748168	1.262090187363912	3ABR_D	6.3	7.1	0.108	6.3	4.359	6.203	9.015	1
141	0.653	2	-1.5284690484672445	-5.23423962625017	1.2605820918664057	2J4E_H	7.5	6.989	0.103	7.497	3.37	5.463	8.128	1
142	0.791	4	-1.5286383332252138	-5.235717026378089	1.2595221848912797	5FBS_A	7.0	7.48	0.054	6.0	1.981	5.893	9.227	1
143	0.997	12	-1.5286383332249311	-5.235717026375637	1.2599542263496224	6LOG_A	7.9	5.738	0.017	4.51	2.737	4.443	7.548	0
144	0.924	429	-1.5287490189454493	-5.236628222446106	1.2594096506788859	1EMC_D	7.0	6.971	0.542	8.0	1.31	4.562	8.563	1
145	1.0	0	-1.5287490189454493	-5.236628222446106	1.2594096506788859	2CG9_Y	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
146	0.919	11	-1.528922428250282	-5.238044665604175	1.2583286661943984	6AKG_D	8.0	6.225	0.024	6.0	1.985	4.307	8.298	1
147	0.671	14	-1.529163638053471	-5.240161518923715	1.2566845328493073	5W6Z_E	9.5	7.629	0.479	9.5	3.214	4.228	9.54	1
148	1.0	0	-1.529163638053471	-5.240161518923715	1.2566845328493073	4U9S_C	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
149	0.198	4	-1.5296124970424485	-5.244148040226276	1.2532630654463022	2GMS_B	6.0	6.16	0.057	6.0	8.18	5.883	7.658	1
150	0.75	6	-1.5301250619504085	-5.248011218440063	1.2492891242307462	4TQO_P	7.5	7.829	0.198	7.5	2.106	6.303	8.568	1
151	1.0	0	-1.5301250619504085	-5.248011218440063	1.2492891242307462	1YRE_D	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
152	0.652	2	-1.5302928251182153	-5.24950543698623	1.2484547555043468	5KS2_A	7.5	7.433	0.866	7.5	3.544	5.463	8.128	1
153	0.943	21	-1.530159271590697	-5.2488823528593525	1.2503846648169783	4DSH_B	7.5	5.786	0.048	4.5	0.893	4.129	8.522	1
154	0.988	41	-1.5301648712083489	-5.248932097815496	1.2509513632296612	2WV6_M	4.6	7.355	0.633	7.5	0.914	5.27	8.761	0
155	0.889	83	-1.5302635234595485	-5.2495433310887485	1.2505526503851456	3EE0_B	6.5	7.071	0.107	8.5	1.118	4.612	8.792	1
156	0.965	6	-1.5303503066758612	-5.249863475519204	1.2502467372677963	1YBD_C	6.5	6.443	0.175	7.99	0.428	4.374	8.338	1
157	1.0	0	-1.5303503066758612	-5.249863475519204	1.2502467372677963	2A90_A	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
158	0.756	9	-1.5299513008803038	-5.247713205446868	1.254549513680937	7N5L_D	5.2	5.57	1.225	5.2	2.287	4.485	6.838	1
159	0.876	18	-1.5301114241758942	-5.248773038135418	1.2536170913934652	4MQL_A	6.5	5.784	0.092	4.5	2.132	4.463	7.508	1
160	0.046	418	-1.5305923910595733	-5.253029166949389	1.2499618842063458	5P2I_A	4.6	4.649	4.427	4.6	9.963	4.527	4.678	1
161	0.922	16	-1.530626033036485	-5.253263829834225	1.2502070300121562	4CRQ_B	5.0	6.865	0.455	5.0	0.714	4.778	9.166	1
162	0.952	1634	-1.5306642300306508	-5.253548764388399	1.2504852872638308	6XPR_F	5.6	6.767	0.13	7.5	0.793	4.213	8.941	1
163	0.995	4	-1.5306642300306508	-5.253548764388399	1.2510979496791612	1YU1_A	8.5	7.16	0.06	7.5	5.996	5.933	7.658	0
164	0.987	3	-1.5306642300306508	-5.253548764388399	1.2516985259733309	6TV6_D	7.5	6.35	1.042	6.2	3.056	5.713	7.878	1
165	0.964	142	-1.5307553637215783	-5.254170534374012	1.251467964133144	2XI3_B	6.5	5.666	0.387	4.98	1.508	4.658	7.498	1
166	0.865	22	-1.5308477988074574	-5.2548606833928435	1.2511746593153774	4K5R_B	7.5	6.791	0.299	7.5	1.108	4.798	8.766	1
167	0.992	2	-1.5308477988074574	-5.2548606833928435	1.2517735097715608	7NLI_C	5.0	8.1	0.062	8.5	3.521	5.463	9.047	0
168	0.799	16	-1.5312249109523408	-5.257141148607664	1.2488886432833073	3FVS_B	8.5	7.835	0.258	7.3	2.094	6.623	8.851	1
169	1.0	0	-1.5312249109523408	-5.257141148607664	1.2488886432833073	2WNY_B	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
170	1.0	0	-1.5312249109523408	-5.257141148607664	1.2488886432833073	6L08_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
171	0.661	5	-1.5314206979532783	-5.258872425737048	1.2478136709896819	4RHK_A	7.4	7.733	0.45	7.4	3.412	6.123	8.548	1
172	0.843	12	-1.5314850055658211	-5.25948260378852	1.2479344633789464	1CR7_H	4.6	6.385	0.078	6.5	3.285	4.569	7.238	1
173	0.939	7	-1.5316375899890475	-5.259973377061332	1.2468118792673868	2HNL_B	7.5	6.75	0.355	6.87	0.356	4.98	8.468	1
174	0.981	16	-1.5316517590837573	-5.26003521039323	1.2473557724950524	4U3H_A	4.2	6.947	0.157	8.27	0.407	3.795	8.943	1
175	0.98	1	-1.5316517590837573	-5.26003521039323	1.248031126182691	1QVJ_A	8.0	7.65	0.125	8.5	5.338	5.153	8.578	1
176	0.946	23	-1.5316825040509292	-5.2602501148712815	1.2483986550420798	1E05_L	8.0	6.846	0.492	6.7	2.233	4.721	7.998	0
177	0.898	17	-1.5318852836233048	-5.2618131948679485	1.2472513650225956	3BLH_B	8.5	6.539	0.017	6.2	7.509	6.013	8.508	1
178	0.186	5	-1.53282316589688	-5.269714678002503	1.2396490470431958	5VBG_A	8.0	7.8	0.041	8.0	7.499	6.123	8.088	1
179	0.445	30	-1.533044864018421	-5.271762054876853	1.2385021437706574	4MJP_B	6.5	6.306	0.067	6.5	5.867	4.74	7.497	1
180	1.0	0	-1.533044864018421	-5.271762054876853	1.2385021437706574	5NR1_A	6.2	6.8	0.311	6.8	0.311	4.693	8.908	1
181	1.0	0	-1.533044864018421	-5.271762054876853	1.2385021437706574	5XHX_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
182	0.732	53	-1.5331667507363704	-5.272750210695105	1.2382477344326848	4WCF_D	5.0	5.607	0.204	5.0	2.722	4.505	7.518	1
183	0.958	1	-1.5328235741547347	-5.270802971862651	1.2423233999071255	3KZ3_B	6.5	6.9	1.025	7.0	1.135	5.153	8.438	1
184	0.924	1677	-1.5329976878855647	-5.272085595729952	1.2415208502942219	5NB5_M	8.5	6.762	0.144	7.5	0.758	4.236	8.872	1
185	0.995	11	-1.5329933375531557	-5.272071672453796	1.2423643811698766	3NJQ_B	7.0	7.3	0.024	7.8	3.528	4.691	8.038	1
186	0.98	55	-1.5329712361096761	-5.271995656154442	1.2434229958740541	4ZRR_A	4.0	6.376	0.094	5.6	1.948	4.215	8.975	0
187	0.939	110	-1.5330719658091787	-5.2728494592825745	1.2432988280462176	4A7V_F	5.0	6.345	0.071	7.5	1.114	4.536	8.105	1
188	0.965	26	-1.5330545931541744	-5.272815393260206	1.244316471313763	3B8B_A	6.0	7.081	0.234	7.06	0.234	4.144	9.652	1
189	0.707	10	-1.5332237301173932	-5.274090906905022	1.2434799911656906	6ZLD_B	8.0	7.236	0.074	8.0	2.976	5.301	8.82	1
