condition	w_0_bin	w_1_bin	w_10_cont	w_11_cont	w_20_cont	w_21_cont
jeffamine m600 (%)	1.462839424859861	4.008125171595472	-0.7819257145946512	-1.6394697101189704		
lithium chloride (m)	1.9991225779535888	4.147961643164071	-0.11790576230976914	-0.3586298796123241		
lithium sulfate (m)	2.6835148825055564	4.632909906530018	-0.0031684821577248707	-0.08092288909025268		
magnesium acetate (m)	2.477075953197231	4.334072174476063	-0.04111834778214786	-0.20219668577420336		
magnesium chloride (m)	3.2145765357646505	4.639935092737089	-0.0017858439801169833	-0.06036778836460679		
magnesium formate (m)	2.030789083590108	4.243237694110215	-0.38434829546225424	-0.8766870764608365		
magnesium nitrate (m)	-1.889162104721845	2.3879679742373714	-0.73149312312422	-1.6947448079322642		
magnesium sulfate (m)	1.7762718020319392	3.9208536408167682	-0.10781958826056748	-0.27884886070007964		
malic acid (m)	1.9477662454514408	4.096813454979832	-0.7102187947078079	-1.5358595325192959		
manganese chloride (m)	-1.0394911148143757	3.1607439121884666	-0.08847982382793301	-0.21124834306129409		
mes (m)	2.6457372255472276	4.550368255863187	-0.01904197915346382	-0.2097142424742972		
mes imidazole (m)	1.991802950807812	4.148730152668201	-0.668752418947875	-1.3720503559369766		
mib (m)	-1.1904133268610868	2.6086912983914465	-0.7854684683092272	-1.6508027514222332		
mmt (m)	-0.910962689512228	3.0694982142229597	-0.7919264514280714	-1.7627672691717937		
mops (m)	0.5877202348793176	3.757477861377605	-0.4811519576124261	-1.3772412843276667		
mpd (%)	2.981920303654255	4.563422984007792	-0.008607830351662526	-0.13738746607674573		
nad (m)	-2.172068922868699	2.3970336601824758	-0.5937644728943909	-1.216898136985753		
nickel chloride (m)	1.0584541456769576	3.9686772879846894	-0.513172674369914	-1.056071157933578		
phosphate (m)	-1.5516398512727414	2.106651749976372	-0.4012522378814409	-0.8413679042801993		
phosphate citrate (m)	0.8201192081744407	4.058656462520597	-0.5468594038799878	-1.5975510528241677		
pipes (m)	0.3781657206089018	3.3873411176247776	-0.6558166742247513	-1.6469315712398855		
potassium acetate (m)	1.7508026537080685	3.5685690180173313	-0.7511610730436351	-1.540246795757853		
potassium bromide (m)	2.9037513714807197	4.218826523565521	-0.7511524543896732	-1.6907846371460917		
potassium chloride (m)	1.039040252114933	3.4601798606925156	-0.01710484176314503	-0.11508632257044826		
potassium formate (m)	1.5215135783503895	3.952773624447633	-0.7580371802813711	-1.5873235966631551		
potassium iodide (m)	1.827805573801155	4.236759950739133	-0.8645553750742475	-1.7857573970861509		
potassium nitrate (m)	-0.6453322036029616	3.352145345901821	-0.819522690566804	-1.7988197950976879		
potassium phosphate (m)	1.6302931874754536	4.343437178012464	-0.011174899217339922	-0.08427447201632045		
potassium thiocyanate (m)	2.7262818526234467	4.545587557868574	-0.22787559953564282	-0.669809383334125		
sodium acetate (m)	2.683989141901319	4.5389346908842505	-0.001633736695315991	-0.05788884936915702		
sodium azide (%)	1.2518860819348379	3.807433135928314	-0.27905969449556234	-0.5878801281206305		
sodium bromide (m)	2.3473229367550608	4.067752888877978	-0.5002903808750083	-1.080923449800481		
sodium cacodylate (m)	2.5016964724936273	4.401880335186518	-0.12369098347091517	-0.6059826511354114		
sodium chloride (m)	2.8849022129465807	4.574948532410944	-0.0009836798188412213	-0.04419939811242788		
sodium citrate (m)	3.002625146804589	4.604973799475483	-0.0024344554415505664	-0.07199694114636827		
sodium fluoride (m)	1.961281432529338	3.893539331452763	-0.3991354859472667	-0.8607161344053194		
sodium formate (m)	3.001085505860896	4.530717619942218	-0.06809993954897456	-0.29208239711358114		
sodium iodide (m)	1.1565522945835327	3.3438844764714353	-0.5088293574214022	-1.1441741426912648		
sodium malonate (m)	2.8016024685114767	4.505754936899581	-0.13499786898909147	-0.3840229699910189		
sodium nitrate (m)	2.338694759484686	4.091623972467274	-0.3933244403667006	-0.8353104021471445		
sodium phosphate (m)	2.47029611077377	4.256033632193329	-0.03239042301402109	-0.12824258143125164		
sodium potassium phosphate (m)	2.1372142168449226	4.253488656982416	-0.18986881931733365	-0.5181387622480818		
sodium potassium tartrate (m)	2.858490892726732	4.61789517636823	-0.11061239463671363	-0.36697039319500574		
sodium sulfate (m)	1.2380446792559285	3.569420249729273	-0.47935676166487495	-1.0411438866378224		
sodium tartrate (m)	-2.2474776617331162	1.9069831065436076	-0.6808955444493393	-1.4225034540258361		
sodium thiocyanate (m)	0.9369150963488833	3.6352112842818927	-0.47094009138079657	-1.1131488092116029		
spermine (m)	-0.8081986169067003	3.2223005805702547	-0.6090410067156781	-1.2915169597386735		
spg (m)	0.9487568206586456	3.3202561421650953	-0.8378830156069071	-1.919104781983065		
succinic acid (m)	-0.07007904383463101	2.8732962620818348	-0.6992926632719819	-1.5001557987732224		
sucrose (%)	0.2547611423563515	3.592885259336517	-0.7281547783225555	-1.564585614385172		
tacsimate (%)	1.5208339510004858	3.629303003370658	-0.2944307227254185	-0.6733508187219778		
tcep (m)	2.382991180748383	4.159916992016722	-0.03326456328109957	-0.11620757710280946		
tris (m)	3.0777395045727576	4.659074993030143	-0.010680289128668297	-0.15414026255152072		
tris bicine (m)	0.1778770351322355	3.6414494704404237	-0.809898326410561	-1.768910599478753		
zinc acetate (m)	0.6407580553494956	3.9888325944184744	-0.22025276002028968	-0.562217867888595		
zinc chloride (m)	0.5935710346373895	3.7480678662955675	-0.31535864818548104	-0.6542492643358289		
zinc sulfate (m)	0.18509154280879037	3.5876580023858393	-0.34452961454561504	-0.7064732382478057		
mpeg (%)	1.4000567454951982	4.104776447890106	-0.45674304882649047	-0.9085525834412818	-0.4568354961158157	-0.9089888292334433
peg mme (%)	3.1937891480932543	4.606686588025647	-1.57981629713214e-05	-0.0023663946978485055	-1.7674704564612416e-05	-0.0030248765808925894
peg (%)	2.7178303035784985	4.472112080147414	-3.5667007076356857e-06	-0.0026837439090735046	-4.413646231163146e-06	-0.002988700213637383
